canal,bloco,movimento,min_equiv,visitas,tot_canal,classe,pct_tempo_loja,min_em_8h
LASA,Abertura,"Conferir encarte, Guia de PDV e MOP",143.5,3,1334.0,Apoio e análise,0.1075712143928036,51.634182908545725
LASA,Abertura,Cumprimentar gerente / encarregado,16.166666666666668,1,1334.0,Apoio e análise,0.012118940529735134,5.817091454272864
LASA,Abertura,Identificar pontos de atenção / rupturas,31.0,4,1334.0,Apoio e análise,0.023238380809595203,11.154422788605697
LASA,Abertura,Passar por todas as categorias puxando frentes,26.0,4,1334.0,Apoio e análise,0.019490254872563718,9.355322338830584
LASA,Abertura,Pegar relatório de estoque para conferência,17.0,3,1334.0,Apoio e análise,0.012743628185907047,6.116941529235382
LASA,Check Out,Abastecer seguindo o guia de execução,19.46666666666667,4,1334.0,Execução (agrega valor),0.014592703648175914,7.004497751124439
LASA,Check Out,Conferir KBD's (Direcionamentos Chaves),11.2,2,1334.0,Execução (agrega valor),0.008395802098950524,4.0299850074962515
LASA,Check Out,Limpeza dos móveis antes do abastecimento,9.666666666666668,4,1334.0,Execução (agrega valor),0.007246376811594204,3.4782608695652177
LASA,Check Out,Precificar todos os itens,14.666666666666666,3,1334.0,Execução (agrega valor),0.010994502748625687,5.27736131934033
LASA,Entrada,Chegada à loja (portaria/entrada),77.08333333333331,1,1334.0,Deslocamento e busca,0.05778360819590204,27.73613193403298
LASA,Entrada,Espera para autorização / cadastro / liberação,1.75,2,1334.0,Espera e burocracia,0.0013118440779610195,0.6296851574212894
LASA,Entrada,Guardar pertences / retirar equipamentos / EPIs,3.3333333333333335,1,1334.0,Espera e burocracia,0.0024987506246876563,1.199400299850075
LASA,Entrada,Localizar o setor / estoque / responsável,5.0,3,1334.0,Deslocamento e busca,0.0037481259370314842,1.7991004497751124
LASA,Entrada,Registro de entrada (app / sistema do cliente),1.4166666666666665,1,1334.0,Espera e burocracia,0.0010619690154922538,0.5097451274362819
LASA,Estoque,Deslocamento até o estoque,4.666666666666666,2,1334.0,Deslocamento e busca,0.0034982508745627183,1.6791604197901049
LASA,Estoque,Localizar produtos no estoque,16.666666666666668,4,1334.0,Deslocamento e busca,0.012493753123438282,5.997001499250375
LASA,Estoque,Organização / arrumação do estoque,22.0,4,1334.0,Apoio e análise,0.01649175412293853,7.916041979010496
LASA,Estoque,Retorno ao setor com os produtos,30.666666666666668,3,1334.0,Deslocamento e busca,0.022988505747126436,11.03448275862069
LASA,Estoque,Separação de itens para abastecimento,26.666666666666668,4,1334.0,Apoio e análise,0.01999000499750125,9.5952023988006
